agent_name,issue_name,M1.1,M1.2_cost_usd,M1.2_tokens,M1.2_duration_s,M1.2_steps,M2.1,M2.2,M2.3,M2.4,M2.5,M3.1,M3.2,M3.3,M4.1,M5.1,M5.2,M5.3,M5.4
MetaGPT,sympy__sympy-20801,0,10.45,2046486,268.5990000000002,180,1,,,,,,,0.766,,,,1.0,0.2907
OpenHands,django__django-11099,0,0.0299374,547448,302.02999399999993,61,0,0.32,,0.82,0.85,0.8250000000000001,1.0,0.7367,0.8846153846153846,,,,
OpenHands,django__django-15128,0,0.10703649999999999,1763329,447.54486299999974,96,0,,,,,,,0.659,,,,,
OpenHands,django__django-16901,1,0.1473352,1967452,655.9252859999998,103,0,0.32,,0.75,0.55,0.725,1.0,0.6647,0.9104166666666668,,,,
OpenHands,matplotlib__matplotlib-20676,0,0.0661181,797469,270.033684,49,0,0.32,,0.77,0.85,0.8099999999999999,0.8,0.6563,0.9090909090909091,,,,
OpenHands,matplotlib__matplotlib-22719,1,0.15391795000000003,2373192,595.3547539999998,122,1,0.34,,0.7925,0.85,0.7875000000000001,1.0,0.6897,0.9617647058823531,,,,
OpenHands,matplotlib__matplotlib-23299,0,0.27970629999999996,3942575,1073.413184,202,1,,,,,,,0.731,,,,,
OpenHands,pallets__flask-5014,0,0.06511935000000002,1409820,877.709126,100,1,0.27,0.2,0.7225,1.0,0.835,1.0,0.6359,0.9861111111111112,,,,
OpenHands,psf__requests-2317,0,0.17790035,2620259,795.5311779999996,160,1,0.32,,0.8300000000000001,0.85,0.896875,0.9375,0.75,0.9321875,,,,
OpenHands,pylint-dev__pylint-4970,0,0.10900510000000002,1738690,556.6364659999998,105,0,0.32,,0.7825,0.85,0.7454545454545454,1.0,0.7318,0.89,,,,
OpenHands,pytest-dev__pytest-5262,0,0.07186015000000003,1217439,478.27022200000005,96,0,0.22,,0.685,0.8,0.735,0.8888888888888888,0.6438,0.8111111111111111,,,,
OpenHands,scikit-learn__scikit-learn-10297,1,0.09266199999999998,1593266,380.268084,91,0,,,,,,,0.6841,,,,,
OpenHands,scikit-learn__scikit-learn-12585,0,0.013591549999999999,353798,2613.6941510000006,43,0,0.32,,0.69,0.8,0.85,1.0,0.7136,0.725,,,,
OpenHands,sympy__sympy-13480,0,0.0628723,1022156,720.2160119999999,82,0,0.18,,0.7566666666666667,0.75,0.83125,1.0,0.6587,0.9071428571428571,,,,
OpenHands,sympy__sympy-18199,0,0.04201805,447255,589.011254,46,0,,,,,,,0.7046,,,,,
OpenHands,sympy__sympy-20801,0,0.14354330000000004,2685072,477.48743900000005,106,0,,,,,,,0.6561,,,,,
SWE-Agent,django__django-11099,0,0.014338949999999998,88089,8.729681124023045,41,0,0.42,,0.75,1.0,0.75,1.0,0.7039,1.0,,,,
SWE-Agent,django__django-15128,0,0.06951085,361554,10.586424625027576,43,0,,,,,,,0.6925,,,,,
SWE-Agent,django__django-16901,1,0.12979864999999996,1829952,18.320708250903408,117,1,0.32,,0.7625,1.0,0.7637931034482758,0.9464285714285714,0.636,0.9583333333333334,,,,
SWE-Agent,matplotlib__matplotlib-20676,0,0.0362855,250324,9.775844083997072,38,0,0.85,,0.87,1.0,0.625,1.0,0.7222,0.95,,,,
SWE-Agent,matplotlib__matplotlib-22719,1,0.014101699999999997,107140,7.208599126985064,29,0,0.65,,0.85,1.0,0.8666666666666667,1.0,0.7063,1.0,,,,
SWE-Agent,matplotlib__matplotlib-23299,0,0.043430549999999984,557717,11.744636293980875,50,0,,,,,,,0.692,,,,,
SWE-Agent,pallets__flask-5014,1,0.028508800000000004,238505,5.721879332981189,33,0,0.45,,0.6499999999999999,1.0,0.7000000000000001,1.0,0.7026,1.0,,,,
SWE-Agent,psf__requests-2317,1,0.044317800000000004,544642,42.2405682879762,58,0,0.32,,0.745,0.5,0.5750000000000001,0.8333333333333334,0.7258,0.9500000000000001,,,,
SWE-Agent,pylint-dev__pylint-4970,0,0.052835,504399,14.24588249802764,54,0,0.45,,0.755,1.0,0.7833333333333333,1.0,0.7096,0.975,,,,
SWE-Agent,pytest-dev__pytest-5262,1,0.03515465,236437,8.430391583038727,36,0,0.71,,0.855,1.0,0.5125,1.0,0.6489,1.0,,,,
SWE-Agent,scikit-learn__scikit-learn-10297,1,0.0329172,240248,9.971583209990058,37,0,,,,,,,0.7029,,,,,
SWE-Agent,scikit-learn__scikit-learn-12585,1,0.0178241,68524,5.779637208979693,21,0,0.78,,0.69,1.0,0.525,1.0,0.7121,0.9,,,,
SWE-Agent,sympy__sympy-13480,0,0.01696,117280,8.520898457965814,26,0,0.75,,0.78,1.0,0.6833333333333332,1.0,0.6228,0.95,,,,
SWE-Agent,sympy__sympy-18199,0,0.03637749999999999,262242,11.127947790984763,39,0,,,,,,,0.7083,,,,,
SWE-Agent,sympy__sympy-20801,0,0.09286925,864947,12.683865664992481,63,0,,,,,,,0.6859,,,,,
live-swe-agent,django__django-11099,1,0.01155015,28588,80.0,25,0,0.75,,0.86,1.0,0.95,1.0,0.7496,0.9500000000000001,,,,
live-swe-agent,django__django-15128,1,0.04719505,179694,161.0,46,0,,,,,,,0.6979,,,,,
live-swe-agent,django__django-16901,1,0.03048689999999999,134390,88.0,43,0,0.75,,0.92,1.0,0.9166666666666666,0.6666666666666666,0.6995,1.0,,,,
live-swe-agent,matplotlib__matplotlib-20676,0,0.07231955000000001,434489,247.0,82,0,0.32,,0.81,1.0,0.9333333333333332,1.0,0.7153,0.9192307692307692,,,,
live-swe-agent,matplotlib__matplotlib-22719,1,0.028769849999999996,102565,100.0,30,0,0.42,,0.81,1.0,0.9,1.0,0.6712,0.89,,,,
live-swe-agent,matplotlib__matplotlib-23299,0,0.08743915000000001,358309,343.0,71,1,,,,,,,0.6336,,,,,
live-swe-agent,pallets__flask-5014,1,0.2987463999999999,2233118,847.0,181,1,0.25,,0.8400000000000001,1.0,0.8583333333333334,0.9166666666666666,0.7221,0.8642857142857142,,,,
live-swe-agent,psf__requests-2317,0,0.04277960000000001,207062,155.0,55,0,0.62,,0.755,1.0,0.8125,1.0,0.6925,0.91875,,,,
live-swe-agent,pylint-dev__pylint-4970,0,0.018668499999999998,89137,60.0,31,0,0.75,,0.84,1.0,0.7749999999999999,1.0,0.7234,1.0,,,,
live-swe-agent,pytest-dev__pytest-5262,1,0.027150799999999996,63534,103.0,27,0,0.55,,0.875,1.0,0.9,1.0,0.6813,0.9666666666666667,,,,
live-swe-agent,scikit-learn__scikit-learn-10297,1,0.02235415,92117,61.0,34,0,0.85,,0.93,1.0,0.85,1.0,0.7291,0.9800000000000001,,,,
live-swe-agent,scikit-learn__scikit-learn-12585,1,0.0175207,46960,82.0,24,0,0.75,,0.84,1.0,0.775,1.0,0.6663,0.975,,,,
live-swe-agent,sympy__sympy-13480,1,0.008448599999999999,25159,57.0,22,0,0.95,,0.93,1.0,0.9,1.0,0.7611,0.9666666666666667,,,,
live-swe-agent,sympy__sympy-18199,0,0.0226414,100726,83.0,34,0,,,,,,,0.6917,,,,,
live-swe-agent,sympy__sympy-20801,0,0.060666950000000004,340570,172.0,58,0,,,,,,,0.7157,,,,,
