agent_name,issue_name,M1.1,M1.2_cost_usd,M1.2_tokens,M1.2_duration_s,M1.2_steps,M2.1,M2.2,M2.3,M2.4,M2.5,M3.1,M3.2,M3.3,M4.1,M5.1,M5.2,M5.3,M5.4
OpenHands,scikit-learn__scikit-learn-10297,1,0.09266199999999998,1593266,380.268084,91,0,0.65,,0.7183333333333334,0.7,0.5333333333333333,0.6666666666666666,0.683,0.8777777777777778,,,,
OpenHands,scikit-learn__scikit-learn-12585,0,0.013591549999999999,353798,2613.6941510000006,43,0,0.6,,0.65,0.7,0.5333333333333333,1.0,0.7062,0.825,,,,
OpenHands,sympy__sympy-13480,0,0.0628723,1022156,720.2160119999999,82,0,0.6,,0.6166666666666667,0.7,0.6625,0.875,0.6354,0.9285714285714286,,,,
OpenHands,sympy__sympy-18199,0,0.04201805,447255,589.011254,46,0,0.6,,0.74,0.7,0.6599999999999999,0.75,0.6724,0.9333333333333333,,,,
OpenHands,sympy__sympy-20801,0,0.14354330000000004,2685072,477.48743900000005,106,0,0.6,,0.705,0.7,0.4,0.8181818181818182,0.6433,1.0,,,,
SWE-Agent,django__django-11099,0,0.014338949999999998,88089,8.729681124023045,41,0,0.75,,0.7849999999999999,1.0,0.475,1.0,0.685,0.7,,,,
SWE-Agent,django__django-15128,0,0.06951085,361554,10.586424625027576,43,0,0.85,,0.7975,1.0,0.45,0.75,0.6313,1.0,,,,
SWE-Agent,django__django-16901,1,0.12979864999999996,1829952,18.320708250903408,117,1,0.65,,0.7175,1.0,0.375,1.0,0.6708,0.975,,,,
SWE-Agent,matplotlib__matplotlib-20676,0,0.0362855,250324,9.775844083997072,38,0,0.85,,0.785,1.0,0.55,1.0,0.7092,1.0,,,,
SWE-Agent,matplotlib__matplotlib-22719,1,0.014101699999999997,107140,7.208599126985064,29,0,0.75,,0.88,1.0,0.36666666666666664,1.0,0.6983,1.0,,,,
SWE-Agent,matplotlib__matplotlib-23299,0,0.043430549999999984,557717,11.744636293980875,50,0,0.65,,0.7424999999999999,1.0,0.24000000000000005,0.6,0.6502,1.0,,,,
SWE-Agent,pallets__flask-5014,1,0.028508800000000004,238505,5.721879332981189,33,0,0.65,,0.685,1.0,0.5,1.0,0.7026,1.0,,,,
SWE-Agent,psf__requests-2317,1,0.044317800000000004,544642,42.2405682879762,58,0,0.65,,0.75,1.0,0.39999999999999997,0.6666666666666666,0.6944,0.9833333333333334,,,,
SWE-Agent,pylint-dev__pylint-4970,0,0.052835,504399,14.24588249802764,54,0,0.75,,0.77,1.0,0.43333333333333335,1.0,0.7014,1.0,,,,
SWE-Agent,pytest-dev__pytest-5262,1,0.03515465,236437,8.430391583038727,36,0,0.75,,0.815,1.0,0.45,0.75,0.6489,1.0,,,,
SWE-Agent,scikit-learn__scikit-learn-10297,1,0.0329172,240248,9.971583209990058,37,0,0.85,,0.84,1.0,0.475,1.0,0.6558,1.0,,,,
SWE-Agent,scikit-learn__scikit-learn-12585,1,0.0178241,68524,5.779637208979693,21,0,0.85,,0.78,1.0,0.44999999999999996,1.0,0.7121,1.0,,,,
SWE-Agent,sympy__sympy-13480,0,0.01696,117280,8.520898457965814,26,0,0.85,,0.88,1.0,0.39999999999999997,0.6666666666666666,0.6212,1.0,,,,
SWE-Agent,sympy__sympy-18199,0,0.03637749999999999,262242,11.127947790984763,39,0,0.85,,0.745,1.0,0.375,1.0,0.67,1.0,,,,
SWE-Agent,sympy__sympy-20801,0,0.09286925,864947,12.683865664992481,63,0,0.75,,0.79,1.0,0.5166666666666667,1.0,0.6669,1.0,,,,
live-swe-agent,django__django-11099,1,0.01155015,28588,80.0,25,0,0.85,,0.875,1.0,0.8,1.0,0.7496,0.9666666666666667,,,,
live-swe-agent,django__django-15128,1,0.04719505,179694,161.0,46,0,0.75,,0.86,1.0,0.7333333333333334,1.0,0.6979,0.9428571428571428,,,,
live-swe-agent,django__django-16901,1,0.03048689999999999,134390,88.0,43,0,0.85,,0.92,1.0,0.7000000000000001,0.6666666666666666,0.6994,1.0,,,,
live-swe-agent,matplotlib__matplotlib-20676,0,0.07231955000000001,434489,247.0,82,0,0.75,,0.8725,1.0,0.7999999999999999,1.0,0.6969,0.9923076923076923,,,,
live-swe-agent,matplotlib__matplotlib-22719,1,0.028769849999999996,102565,100.0,30,0,0.65,,0.76,1.0,0.8,1.0,0.6712,0.9800000000000001,,,,
live-swe-agent,matplotlib__matplotlib-23299,0,0.08743915000000001,358309,343.0,71,1,0.65,,0.76,1.0,0.8,0.75,0.6336,0.975,,,,
live-swe-agent,pallets__flask-5014,1,0.2987463999999999,2233118,847.0,181,1,0.4,,0.825,1.0,0.7999999999999999,1.0,0.7196,0.975,,,,
live-swe-agent,psf__requests-2317,0,0.04277960000000001,207062,155.0,55,0,0.75,,0.8300000000000001,1.0,0.75,1.0,0.6925,1.0,,,,
live-swe-agent,pylint-dev__pylint-4970,0,0.018668499999999998,89137,60.0,31,0,0.9,,0.94,1.0,0.6499999999999999,1.0,0.7092,1.0,,,,
live-swe-agent,pytest-dev__pytest-5262,1,0.027150799999999996,63534,103.0,27,0,0.85,,0.85,1.0,0.55,1.0,0.6811,1.0,,,,
live-swe-agent,scikit-learn__scikit-learn-10297,1,0.02235415,92117,61.0,34,0,0.85,,0.92,1.0,0.6666666666666666,1.0,0.6956,0.9800000000000001,,,,
live-swe-agent,scikit-learn__scikit-learn-12585,1,0.0175207,46960,82.0,24,0,0.65,,0.825,1.0,0.8,1.0,0.6663,0.85,,,,
live-swe-agent,sympy__sympy-13480,1,0.008448599999999999,25159,57.0,22,0,0.9,,0.92,1.0,0.85,1.0,0.7611,1.0,,,,
live-swe-agent,sympy__sympy-18199,0,0.0226414,100726,83.0,34,0,0.9,,0.92,1.0,0.8333333333333334,1.0,0.6718,1.0,,,,
live-swe-agent,sympy__sympy-20801,0,0.060666950000000004,340570,172.0,58,0,0.75,,0.735,1.0,0.75,1.0,0.7053,1.0,,,,
