agent_name,issue_name,M1.1,M1.2_cost_usd,M1.2_tokens,M1.2_duration_s,M1.2_steps,M2.1,M2.2,M2.3,M2.4,M2.5,M3.1,M3.2,M3.3,M4.1,M5.1,M5.2,M5.3,M5.4
MetaGPT,scikit-learn__scikit-learn-12585,0,8.058,1429031,1362.572999999997,134,1,0.18,0.2,0.6559999999999999,0.6,0.7999999999999999,0.8,0.7459,0.8668421052631579,0.62,0.4639,0.5,0.8107
MetaGPT,sympy__sympy-13480,1,5.411,1075726,72.11899999999997,42,0,0.32,0.6,0.665,1.0,0.675,0.75,0.906,1.0,0.45,0.4713,1.0,0.7383
MetaGPT,sympy__sympy-18199,0,2.058,398149,93.96400000000011,58,1,0.22,0.65,0.565,1.0,0.775,0.6,0.7787,0.85,1.0,0.4238,0.5,0.6024
MetaGPT,sympy__sympy-20801,0,10.45,2046486,268.5990000000002,180,1,0.18,0.2,0.5492857142857143,1.0,0.7657894736842106,0.625,0.7615,0.7426829268292683,0.85,0.5022,1.0,0.2907
OpenHands,django__django-11099,0,0.0299374,547448,302.02999399999993,61,0,0.42,0.55,0.78,0.78,0.7166666666666667,1.0,0.681,0.9576923076923076,,,,
OpenHands,django__django-15128,0,0.10703649999999999,1763329,447.54486299999974,96,0,0.15,0.2,0.785,1.0,0.79,1.0,0.6535,0.8852941176470589,,,,
OpenHands,django__django-16901,1,0.1473352,1967452,655.9252859999998,103,0,0.22,,0.745,0.8,0.72,1.0,0.6647,0.9166666666666666,,,,
OpenHands,matplotlib__matplotlib-20676,0,0.0661181,797469,270.033684,49,0,0.36,0.2,0.815,0.85,0.8800000000000001,0.8,0.6563,0.9045454545454544,,,,
OpenHands,matplotlib__matplotlib-22719,1,0.15391795000000003,2373192,595.3547539999998,122,1,0.32,0.65,0.7675000000000001,0.78,0.6458333333333334,0.9166666666666666,0.6748,0.9294117647058824,,,,
OpenHands,matplotlib__matplotlib-23299,0,0.27970629999999996,3942575,1073.413184,202,1,0.18,,0.7614285714285715,1.0,0.6690476190476191,0.8947368421052632,0.7304,0.9534482758620689,,,,
OpenHands,pallets__flask-5014,0,0.06511935000000002,1409820,877.709126,100,1,0.32,0.15,0.7433333333333334,0.8,0.645,1.0,0.5782,0.9705555555555555,,,,
OpenHands,psf__requests-2317,0,0.17790035,2620259,795.5311779999996,160,1,0.22,0.2,0.8252833333333333,0.78,0.790625,0.9375,0.7589,0.915625,,,,
OpenHands,pylint-dev__pylint-4970,0,0.10900510000000002,1738690,556.6364659999998,105,0,0.25,0.2,0.805,0.75,0.49090909090909096,1.0,0.7275,0.8949999999999999,,,,
OpenHands,pytest-dev__pytest-5262,0,0.07186015000000003,1217439,478.27022200000005,96,0,0.32,0.2,0.6075,0.8,0.515,0.8888888888888888,0.5677,0.7638888888888888,,,,
OpenHands,scikit-learn__scikit-learn-10297,1,0.09266199999999998,1593266,380.268084,91,0,0.22,,0.7733333333333333,0.8,0.6388888888888888,0.7777777777777778,0.6836,0.8844444444444445,,,,
OpenHands,scikit-learn__scikit-learn-12585,0,0.013591549999999999,353798,2613.6941510000006,43,0,0.32,0.2,0.66,0.8,0.7333333333333334,1.0,0.7099,0.925,,,,
OpenHands,sympy__sympy-13480,0,0.0628723,1022156,720.2160119999999,82,0,0.22,0.55,0.71,0.75,0.8375,1.0,0.6597,0.9285714285714286,,,,
OpenHands,sympy__sympy-18199,0,0.04201805,447255,589.011254,46,0,0.32,0.2,0.72,0.78,0.8699999999999999,1.0,0.6885,0.9388888888888888,,,,
OpenHands,sympy__sympy-20801,0,0.14354330000000004,2685072,477.48743900000005,106,0,0.25,0.2,0.6375,0.8,0.6272727272727273,0.9090909090909091,0.6393,1.0,,,,
SWE-Agent,django__django-11099,0,0.014338949999999998,88089,8.729681124023045,41,0,0.42,0.6,0.77,1.0,0.725,1.0,0.7039,0.8,,,,
SWE-Agent,django__django-15128,0,0.06951085,361554,10.586424625027576,43,0,0.45,0.65,0.735,1.0,0.7125,1.0,0.6447,1.0,,,,
SWE-Agent,django__django-16901,1,0.12979864999999996,1829952,18.320708250903408,117,1,0.32,0.66,0.73,1.0,0.6041666666666666,1.0,0.675,0.9500000000000001,,,,
SWE-Agent,matplotlib__matplotlib-20676,0,0.0362855,250324,9.775844083997072,38,0,0.85,0.6,0.755,1.0,0.6875,1.0,0.7222,1.0,,,,
SWE-Agent,matplotlib__matplotlib-22719,1,0.014101699999999997,107140,7.208599126985064,29,0,0.65,0.65,0.8,1.0,0.6833333333333332,1.0,0.7055,0.95,,,,
SWE-Agent,matplotlib__matplotlib-23299,0,0.043430549999999984,557717,11.744636293980875,50,0,0.42,0.6,0.6950000000000001,1.0,0.41000000000000003,0.6,0.6914,1.0,,,,
SWE-Agent,pallets__flask-5014,1,0.028508800000000004,238505,5.721879332981189,33,0,0.35,0.6,0.615,1.0,0.6125,1.0,0.7026,0.9333333333333332,,,,
SWE-Agent,psf__requests-2317,1,0.044317800000000004,544642,42.2405682879762,58,0,0.55,0.65,0.685,1.0,0.5,0.8333333333333334,0.7103,0.9766666666666666,,,,
SWE-Agent,pylint-dev__pylint-4970,0,0.052835,504399,14.24588249802764,54,0,0.55,0.65,0.79,0.9,0.6666666666666666,1.0,0.7096,0.85,,,,
SWE-Agent,pytest-dev__pytest-5262,1,0.03515465,236437,8.430391583038727,36,0,0.7,0.65,0.895,1.0,0.6625,1.0,0.6529,1.0,,,,
SWE-Agent,scikit-learn__scikit-learn-10297,1,0.0329172,240248,9.971583209990058,37,0,0.75,0.9,0.9199999999999999,1.0,0.675,1.0,0.7023,1.0,,,,
SWE-Agent,scikit-learn__scikit-learn-12585,1,0.0178241,68524,5.779637208979693,21,0,0.78,0.6,0.73,1.0,0.525,1.0,0.7121,0.9,,,,
SWE-Agent,sympy__sympy-13480,0,0.01696,117280,8.520898457965814,26,0,0.68,0.66,0.75,1.0,0.4666666666666666,1.0,0.6212,0.9,,,,
SWE-Agent,sympy__sympy-18199,0,0.03637749999999999,262242,11.127947790984763,39,0,0.65,0.6,0.8066666666666666,1.0,0.5875,1.0,0.7066,0.9,,,,
SWE-Agent,sympy__sympy-20801,0,0.09286925,864947,12.683865664992481,63,0,0.32,0.65,0.79,1.0,0.6583333333333333,1.0,0.6849,1.0,,,,
live-swe-agent,django__django-11099,1,0.01155015,28588,80.0,25,0,0.85,0.65,0.93,1.0,0.815,1.0,0.7496,0.9833333333333334,,,,
live-swe-agent,django__django-15128,1,0.04719505,179694,161.0,46,0,0.32,0.6,0.86,1.0,0.7333333333333334,1.0,0.6977,0.9500000000000001,,,,
live-swe-agent,django__django-16901,1,0.03048689999999999,134390,88.0,43,0,0.65,0.6,0.89,1.0,0.7833333333333333,0.6666666666666666,0.6994,1.0,,,,
live-swe-agent,matplotlib__matplotlib-20676,0,0.07231955000000001,434489,247.0,82,0,0.62,0.65,0.765,1.0,0.9,1.0,0.7153,0.9846153846153847,,,,
live-swe-agent,matplotlib__matplotlib-22719,1,0.028769849999999996,102565,100.0,30,0,0.32,0.65,0.74,1.0,0.875,1.0,0.6712,0.922,,,,
live-swe-agent,matplotlib__matplotlib-23299,0,0.08743915000000001,358309,343.0,71,1,0.32,0.65,0.71,1.0,0.8,0.75,0.6336,0.9,,,,
live-swe-agent,pallets__flask-5014,1,0.2987463999999999,2233118,847.0,181,1,0.18,0.65,0.8375,1.0,0.525,0.9166666666666666,0.719,0.9232142857142858,,,,
live-swe-agent,psf__requests-2317,0,0.04277960000000001,207062,155.0,55,0,0.42,0.6,0.73,1.0,0.875,1.0,0.7245,0.95,,,,
live-swe-agent,pylint-dev__pylint-4970,0,0.018668499999999998,89137,60.0,31,0,0.78,0.7,0.91,1.0,0.925,1.0,0.7331,0.975,,,,
live-swe-agent,pytest-dev__pytest-5262,1,0.027150799999999996,63534,103.0,27,0,0.68,0.65,0.79,1.0,0.675,1.0,0.6811,0.9500000000000001,,,,
live-swe-agent,scikit-learn__scikit-learn-10297,1,0.02235415,92117,61.0,34,0,0.75,0.66,0.81,1.0,0.9,1.0,0.7291,0.984,,,,
live-swe-agent,scikit-learn__scikit-learn-12585,1,0.0175207,46960,82.0,24,0,0.78,0.65,0.87,1.0,0.79,1.0,0.6663,0.925,,,,
live-swe-agent,sympy__sympy-13480,1,0.008448599999999999,25159,57.0,22,0,0.95,0.7,0.84,1.0,0.925,1.0,0.7611,0.9833333333333334,,,,
live-swe-agent,sympy__sympy-18199,0,0.0226414,100726,83.0,34,0,0.75,0.65,0.84,1.0,0.8833333333333333,1.0,0.6917,0.9640000000000001,,,,
live-swe-agent,sympy__sympy-20801,0,0.060666950000000004,340570,172.0,58,0,0.35,0.6,0.7275,1.0,0.925,1.0,0.7157,0.9888888888888889,,,,
