agent_name,issue_name,M1.1,M1.2_cost_usd,M1.2_tokens,M1.2_duration_s,M1.2_steps,M2.1,M2.2,M2.3,M2.4,M2.5,M3.1,M3.2,M3.3,M4.1,M5.1,M5.2,M5.3,M5.4
OpenHands,django__django-16901,1,0.1473352,1967452,655.9252859999998,103,0,0.32,,0.7325,0.85,0.731,0.98,0.6614,0.9,,,,
OpenHands,matplotlib__matplotlib-20676,0,0.0661181,797469,270.033684,49,0,0.32,,0.8,0.85,0.8363636363636363,0.9090909090909091,0.6368,0.8863636363636364,,,,
OpenHands,matplotlib__matplotlib-22719,1,0.15391795000000003,2373192,595.3547539999998,122,1,0.42,,0.7849999999999999,0.8,0.755,0.9482758620689655,0.6763,0.9352941176470588,,,,
OpenHands,matplotlib__matplotlib-23299,0,0.27970629999999996,3942575,1073.413184,202,1,0.22,,0.7538142857142857,1.0,0.7647058823529411,0.9052631578947369,0.7037,0.9448275862068966,,,,
OpenHands,pallets__flask-5014,0,0.06511935000000002,1409820,877.709126,100,1,0.32,,0.7283333333333333,0.85,0.8270000000000001,0.9111111111111111,0.5867,0.9694444444444444,,,,
OpenHands,psf__requests-2317,0,0.17790035,2620259,795.5311779999996,160,1,0.32,,0.7799999999999999,0.85,0.7772151898734178,0.8961038961038961,0.7455,0.9109375,,,,
OpenHands,pylint-dev__pylint-4970,0,0.10900510000000002,1738690,556.6364659999998,105,0,0.25,,0.7825,0.8,0.813888888888889,0.9166666666666666,0.733,0.8800000000000001,,,,
OpenHands,pytest-dev__pytest-5262,0,0.07186015000000003,1217439,478.27022200000005,96,0,0.22,,0.69,0.8,0.6890000000000001,0.9069767441860465,0.6402,0.7749999999999999,,,,
OpenHands,scikit-learn__scikit-learn-10297,1,0.09266199999999998,1593266,380.268084,91,0,0.32,,0.7166666666666667,0.85,0.7344444444444443,0.9534883720930233,0.6705,0.8638888888888889,,,,
OpenHands,scikit-learn__scikit-learn-12585,0,0.013591549999999999,353798,2613.6941510000006,43,0,0.32,,0.65,1.0,0.7964285714285715,1.0,0.7114,0.6875,,,,
OpenHands,sympy__sympy-13480,0,0.0628723,1022156,720.2160119999999,82,0,0.18,,0.73,0.85,0.7675,0.9459459459459459,0.6508,0.9428571428571428,,,,
OpenHands,sympy__sympy-18199,0,0.04201805,447255,589.011254,46,0,0.22,,0.79,0.8,0.7666666666666667,0.8,0.6996,0.8888888888888888,,,,
OpenHands,sympy__sympy-20801,0,0.14354330000000004,2685072,477.48743900000005,106,0,0.32,,0.69,0.85,0.7673076923076922,0.9411764705882353,0.6337,1.0,,,,
SWE-Agent,django__django-11099,0,0.014338949999999998,88089,8.729681124023045,41,0,0.45,,0.7150000000000001,1.0,0.6868421052631579,1.0,0.5149,0.8,,,,
SWE-Agent,django__django-15128,0,0.06951085,361554,10.586424625027576,43,0,0.45,,0.69,1.0,0.7925,1.0,0.6091,1.0,,,,
SWE-Agent,django__django-16901,1,0.12979864999999996,1829952,18.320708250903408,117,1,0.27,,0.7625,1.0,0.7620689655172415,0.9285714285714286,0.6396,0.9500000000000001,,,,
SWE-Agent,matplotlib__matplotlib-20676,0,0.0362855,250324,9.775844083997072,38,0,0.9,,0.925,1.0,0.9083333333333334,1.0,0.7222,1.0,,,,
SWE-Agent,matplotlib__matplotlib-22719,1,0.014101699999999997,107140,7.208599126985064,29,0,0.74,,0.78,1.0,0.6384615384615385,1.0,0.587,0.8,,,,
SWE-Agent,matplotlib__matplotlib-23299,0,0.043430549999999984,557717,11.744636293980875,50,0,0.42,,0.75,1.0,0.6729166666666666,0.875,0.6622,1.0,,,,
SWE-Agent,pallets__flask-5014,1,0.028508800000000004,238505,5.721879332981189,33,0,0.35,,0.585,1.0,0.6470588235294118,0.9230769230769231,0.589,0.9333333333333332,,,,
SWE-Agent,psf__requests-2317,1,0.044317800000000004,544642,42.2405682879762,58,0,0.32,,0.6799999999999999,1.0,0.6732142857142858,0.8888888888888888,0.7177,0.9416666666666668,,,,
SWE-Agent,pylint-dev__pylint-4970,0,0.052835,504399,14.24588249802764,54,0,0.45,,0.79,1.0,0.7944444444444444,1.0,0.6881,0.975,,,,
SWE-Agent,pytest-dev__pytest-5262,1,0.03515465,236437,8.430391583038727,36,0,0.38,,0.8574999999999999,1.0,0.7470588235294118,0.9375,0.634,1.0,,,,
SWE-Agent,scikit-learn__scikit-learn-10297,1,0.0329172,240248,9.971583209990058,37,0,0.62,,0.935,1.0,0.6529411764705882,1.0,0.58,1.0,,,,
SWE-Agent,scikit-learn__scikit-learn-12585,1,0.0178241,68524,5.779637208979693,21,0,0.74,,0.74,1.0,0.5,1.0,0.4814,1.0,,,,
SWE-Agent,sympy__sympy-13480,0,0.01696,117280,8.520898457965814,26,0,0.73,,0.82,1.0,0.8125,1.0,0.6212,1.0,,,,
SWE-Agent,sympy__sympy-18199,0,0.03637749999999999,262242,11.127947790984763,39,0,0.68,,0.76833333335,1.0,0.8,0.9444444444444444,0.6518,0.95,,,,
SWE-Agent,sympy__sympy-20801,0,0.09286925,864947,12.683865664992481,63,0,0.32,,0.7050000000000001,1.0,0.7833333333333333,1.0,0.675,0.95,,,,
live-swe-agent,django__django-11099,1,0.01155015,28588,80.0,25,0,0.78,,0.925,1.0,0.925,1.0,0.7496,0.9833333333333334,,,,
live-swe-agent,django__django-15128,1,0.04719505,179694,161.0,46,0,0.32,,0.84,1.0,0.83,0.9333333333333333,0.6513,0.9214285714285715,,,,
live-swe-agent,django__django-16901,1,0.03048689999999999,134390,88.0,43,0,0.62,,0.89,1.0,0.8678571428571429,0.9285714285714286,0.6994,1.0,,,,
live-swe-agent,matplotlib__matplotlib-20676,0,0.07231955000000001,434489,247.0,82,0,0.55,,0.83,0.4,0.8488888888888888,0.9629629629629629,0.7012,0.9115384615384615,,,,
live-swe-agent,matplotlib__matplotlib-22719,1,0.028769849999999996,102565,100.0,30,0,0.42,,0.81,1.0,0.7944444444444445,0.7777777777777778,0.6693,0.9199999999999999,,,,
live-swe-agent,matplotlib__matplotlib-23299,0,0.08743915000000001,358309,343.0,71,1,0.25,,0.71,1.0,0.7611111111111111,0.8333333333333334,0.5725,0.9375,,,,
live-swe-agent,pallets__flask-5014,1,0.2987463999999999,2233118,847.0,181,1,0.22,,0.8175,1.0,0.8830357142857144,0.9285714285714286,0.7228,0.9035714285714286,,,,
live-swe-agent,psf__requests-2317,0,0.04277960000000001,207062,155.0,55,0,0.55,,0.775,0.2,0.8388888888888889,0.9444444444444444,0.7243,0.9375,,,,
live-swe-agent,pylint-dev__pylint-4970,0,0.018668499999999998,89137,60.0,31,0,0.85,,0.79,1.0,0.8949999999999999,1.0,0.7331,0.9875,,,,
live-swe-agent,pytest-dev__pytest-5262,1,0.027150799999999996,63534,103.0,27,0,0.85,,0.83,1.0,0.825,0.75,0.6676,0.9666666666666667,,,,
live-swe-agent,scikit-learn__scikit-learn-10297,1,0.02235415,92117,61.0,34,0,0.68,,0.81,1.0,0.8727272727272727,0.9090909090909091,0.7291,0.99,,,,
live-swe-agent,scikit-learn__scikit-learn-12585,1,0.0175207,46960,82.0,24,0,0.8,,0.99,1.0,0.85,0.8571428571428571,0.6652,0.9,,,,
live-swe-agent,sympy__sympy-13480,1,0.008448599999999999,25159,57.0,22,0,0.93,,0.9,1.0,0.9571428571428572,1.0,0.7611,1.0,,,,
live-swe-agent,sympy__sympy-18199,0,0.0226414,100726,83.0,34,0,0.62,,0.89,1.0,0.8681818181818183,0.9090909090909091,0.6917,0.96,,,,
live-swe-agent,sympy__sympy-20801,0,0.060666950000000004,340570,172.0,58,0,0.38,,0.765,1.0,0.8421052631578947,0.9473684210526315,0.7042,0.9833333333333333,,,,
