agent_name,issue_name,M1.1,M1.2_cost_usd,M1.2_tokens,M1.2_duration_s,M1.2_steps,M2.1,M2.2,M2.3,M2.4,M2.5,M3.1,M3.2,M3.3,M4.1,M5.1,M5.2,M5.3,M5.4
MetaGPT,scikit-learn__scikit-learn-10297,0,6.331,1238709,198.07700000000023,133,1,0.4,1.0,0.5916666666666667,1.0,0.6875,1.0,0.7694,0.8571428571428571,0.9,0.536,1.0,0.3343
MetaGPT,scikit-learn__scikit-learn-12585,0,8.058,1429031,1362.572999999997,134,1,0.7,1.0,0.72,1.0,0.5785714285714285,0.7,0.7418,0.8421052631578947,0.8,0.4639,0.5,0.8107
MetaGPT,sympy__sympy-13480,1,5.411,1075726,72.11899999999997,42,0,0.7,1.0,0.8,1.0,0.6,0.75,0.9064,1.0,0.9,0.4713,1.0,0.7383
MetaGPT,sympy__sympy-18199,0,2.058,398149,93.96400000000011,58,1,0.7,1.0,0.75,1.0,0.8166666666666668,0.8,0.7787,0.9500000000000001,0.9,0.4238,0.5,0.6024
MetaGPT,sympy__sympy-20801,0,10.45,2046486,268.5990000000002,180,1,0.4,0.6,0.5142857142857143,0.0,0.6368421052631579,0.75,0.7629,0.824390243902439,0.8,0.5022,1.0,0.2907
OpenHands,django__django-11099,0,0.0299374,547448,302.02999399999993,61,0,0.7,,0.675,0.7,0.7000000000000001,1.0,0.735,0.9307692307692308,,,,
OpenHands,django__django-15128,0,0.10703649999999999,1763329,447.54486299999974,96,0,0.6,,0.7375,1.0,0.73,1.0,0.6587,1.0,,,,
OpenHands,django__django-16901,1,0.1473352,1967452,655.9252859999998,103,0,0.6,,0.6875,1.0,0.5700000000000001,0.8,0.6537,0.9125,,,,
OpenHands,matplotlib__matplotlib-20676,0,0.0661181,797469,270.033684,49,0,0.7,,0.75,0.7,0.58,0.8,0.6563,0.9181818181818181,,,,
OpenHands,matplotlib__matplotlib-22719,1,0.15391795000000003,2373192,595.3547539999998,122,1,0.7,,0.675,0.7,0.6749999999999999,0.75,0.6771,0.8588235294117647,,,,
OpenHands,matplotlib__matplotlib-23299,0,0.27970629999999996,3942575,1073.413184,202,1,0.6,,0.6214285714285713,1.0,0.6904761904761905,0.8421052631578947,0.7306,0.9689655172413794,,,,
OpenHands,pallets__flask-5014,0,0.06511935000000002,1409820,877.709126,100,1,0.7,,0.6625,0.9,0.65,0.8888888888888888,0.6301,0.9666666666666666,,,,
OpenHands,psf__requests-2317,0,0.17790035,2620259,795.5311779999996,160,1,0.6,,0.7333333333333334,0.7,0.64375,0.8125,0.7479,0.925,,,,
OpenHands,pylint-dev__pylint-4970,0,0.10900510000000002,1738690,556.6364659999998,105,0,0.6,,0.725,0.7,0.5454545454545454,1.0,0.7303,0.97,,,,
OpenHands,pytest-dev__pytest-5262,0,0.07186015000000003,1217439,478.27022200000005,96,0,0.6,,0.725,1.0,0.75,0.7777777777777778,0.6439,0.8833333333333333,,,,
OpenHands,scikit-learn__scikit-learn-10297,1,0.09266199999999998,1593266,380.268084,91,0,0.6,,0.6666666666666666,1.0,0.5555555555555556,0.7777777777777778,0.6834,0.9166666666666666,,,,
OpenHands,scikit-learn__scikit-learn-12585,0,0.013591549999999999,353798,2613.6941510000006,43,0,0.6,,0.75,0.7,0.6999999999999998,1.0,0.7136,0.7,,,,
OpenHands,sympy__sympy-13480,0,0.0628723,1022156,720.2160119999999,82,0,0.6,,0.5666666666666667,0.7,0.675,0.875,0.6358,0.9142857142857144,,,,
OpenHands,sympy__sympy-18199,0,0.04201805,447255,589.011254,46,0,0.7,,0.75,0.7,0.7,1.0,0.7046,0.9555555555555555,,,,
OpenHands,sympy__sympy-20801,0,0.14354330000000004,2685072,477.48743900000005,106,0,0.7,,0.675,0.7,0.4727272727272727,0.6363636363636364,0.6197,1.0,,,,
SWE-Agent,django__django-11099,0,0.014338949999999998,88089,8.729681124023045,41,0,0.6,,0.675,1.0,0.6,1.0,0.7039,1.0,,,,
SWE-Agent,django__django-15128,0,0.06951085,361554,10.586424625027576,43,0,0.6,,0.85,1.0,0.525,1.0,0.6552,1.0,,,,
SWE-Agent,django__django-16901,1,0.12979864999999996,1829952,18.320708250903408,117,1,0.6,,0.675,1.0,0.4666666666666666,1.0,0.6766,0.9500000000000001,,,,
SWE-Agent,matplotlib__matplotlib-20676,0,0.0362855,250324,9.775844083997072,38,0,0.7,,0.8,1.0,0.475,1.0,0.7099,1.0,,,,
SWE-Agent,matplotlib__matplotlib-22719,1,0.014101699999999997,107140,7.208599126985064,29,0,0.6,,0.85,1.0,0.5,1.0,0.7052,1.0,,,,
SWE-Agent,matplotlib__matplotlib-23299,0,0.043430549999999984,557717,11.744636293980875,50,0,0.5,,0.725,1.0,0.28,0.6,0.6503,1.0,,,,
SWE-Agent,pallets__flask-5014,1,0.028508800000000004,238505,5.721879332981189,33,0,0.4,,0.7,1.0,0.4,1.0,0.7026,1.0,,,,
SWE-Agent,psf__requests-2317,1,0.044317800000000004,544642,42.2405682879762,58,0,0.6,,0.7749999999999999,1.0,0.35000000000000003,0.8333333333333334,0.7101,1.0,,,,
SWE-Agent,pylint-dev__pylint-4970,0,0.052835,504399,14.24588249802764,54,0,0.6,,0.85,1.0,0.5166666666666667,1.0,0.7052,1.0,,,,
SWE-Agent,pytest-dev__pytest-5262,1,0.03515465,236437,8.430391583038727,36,0,0.7,,0.85,1.0,0.75,1.0,0.6566,1.0,,,,
SWE-Agent,scikit-learn__scikit-learn-10297,1,0.0329172,240248,9.971583209990058,37,0,0.7,,0.825,1.0,0.55,1.0,0.6561,1.0,,,,
SWE-Agent,scikit-learn__scikit-learn-12585,1,0.0178241,68524,5.779637208979693,21,0,0.6,,0.85,1.0,0.39999999999999997,1.0,0.7121,1.0,,,,
SWE-Agent,sympy__sympy-13480,0,0.01696,117280,8.520898457965814,26,0,0.75,,0.85,1.0,0.3,1.0,0.6286,1.0,,,,
SWE-Agent,sympy__sympy-18199,0,0.03637749999999999,262242,11.127947790984763,39,0,0.7,,0.85,1.0,0.55,1.0,0.6721,1.0,,,,
SWE-Agent,sympy__sympy-20801,0,0.09286925,864947,12.683865664992481,63,0,0.6,,0.85,1.0,0.5333333333333333,1.0,0.6849,1.0,,,,
live-swe-agent,django__django-11099,1,0.01155015,28588,80.0,25,0,0.85,,0.9,1.0,0.8,1.0,0.7496,0.9666666666666667,,,,
live-swe-agent,django__django-15128,1,0.04719505,179694,161.0,46,0,0.7,,0.85,1.0,0.5,1.0,0.6789,1.0,,,,
live-swe-agent,django__django-16901,1,0.03048689999999999,134390,88.0,43,0,0.85,,0.9,1.0,0.5666666666666667,0.6666666666666666,0.6994,1.0,,,,
live-swe-agent,matplotlib__matplotlib-20676,0,0.07231955000000001,434489,247.0,82,0,0.75,,0.875,1.0,0.7000000000000001,1.0,0.6969,1.0,,,,
live-swe-agent,matplotlib__matplotlib-22719,1,0.028769849999999996,102565,100.0,30,0,0.6,,0.75,1.0,0.55,1.0,0.6496,0.9400000000000001,,,,
live-swe-agent,matplotlib__matplotlib-23299,0,0.08743915000000001,358309,343.0,71,1,0.6,,0.775,1.0,0.55,1.0,0.6308,0.925,,,,
live-swe-agent,pallets__flask-5014,1,0.2987463999999999,2233118,847.0,181,1,0.6,,0.8125,1.0,0.7333333333333334,0.9166666666666666,0.7219,0.9892857142857142,,,,
live-swe-agent,psf__requests-2317,0,0.04277960000000001,207062,155.0,55,0,0.7,,0.85,1.0,0.675,1.0,0.6925,0.9625,,,,
live-swe-agent,pylint-dev__pylint-4970,0,0.018668499999999998,89137,60.0,31,0,0.85,,0.93,1.0,0.55,1.0,0.7234,1.0,,,,
live-swe-agent,pytest-dev__pytest-5262,1,0.027150799999999996,63534,103.0,27,0,0.7,,0.7,1.0,0.8,1.0,0.6813,1.0,,,,
live-swe-agent,scikit-learn__scikit-learn-10297,1,0.02235415,92117,61.0,34,0,0.75,,0.85,1.0,0.6,1.0,0.6956,1.0,,,,
live-swe-agent,scikit-learn__scikit-learn-12585,1,0.0175207,46960,82.0,24,0,0.6,,0.85,1.0,0.8,1.0,0.6663,0.85,,,,
live-swe-agent,sympy__sympy-13480,1,0.008448599999999999,25159,57.0,22,0,0.85,,0.9,1.0,0.65,1.0,0.7204,1.0,,,,
live-swe-agent,sympy__sympy-18199,0,0.0226414,100726,83.0,34,0,0.85,,0.9,1.0,0.6999999999999998,1.0,0.6917,1.0,,,,
live-swe-agent,sympy__sympy-20801,0,0.060666950000000004,340570,172.0,58,0,0.75,,0.825,1.0,0.6,1.0,0.7053,1.0,,,,
