agent_name,issue_name,M1.1,M1.2_cost_usd,M1.2_tokens,M1.2_duration_s,M1.2_steps,M2.1,M2.2,M2.3,M2.4,M2.5,M3.1,M3.2,M3.3,M4.1,M5.1,M5.2,M5.3,M5.4
SWE-Agent,matplotlib__matplotlib-20676,0,0.0362855,250324,9.775844083997072,38,0,0.85,,0.785,1.0,0.6111111111111112,1.0,0.6072,1.0,,,,
SWE-Agent,matplotlib__matplotlib-22719,1,0.014101699999999997,107140,7.208599126985064,29,0,0.75,,0.86,1.0,0.5461538461538461,0.9230769230769231,0.5251,1.0,,,,
SWE-Agent,matplotlib__matplotlib-23299,0,0.043430549999999984,557717,11.744636293980875,50,0,0.65,,0.7424999999999999,1.0,0.41250000000000003,0.7916666666666666,0.4879,1.0,,,,
SWE-Agent,pallets__flask-5014,1,0.028508800000000004,238505,5.721879332981189,33,0,0.65,,0.61,1.0,0.5294117647058824,0.8461538461538461,0.4748,1.0,,,,
SWE-Agent,psf__requests-2317,1,0.044317800000000004,544642,42.2405682879762,58,0,0.65,,0.75,1.0,0.3892857142857143,0.8148148148148148,0.4587,0.9833333333333334,,,,
SWE-Agent,pylint-dev__pylint-4970,0,0.052835,504399,14.24588249802764,54,0,0.65,,0.77,1.0,0.5185185185185185,0.9583333333333334,0.5722,1.0,,,,
SWE-Agent,pytest-dev__pytest-5262,1,0.03515465,236437,8.430391583038727,36,0,0.75,,0.7949999999999999,1.0,0.5058823529411764,0.875,0.476,1.0,,,,
SWE-Agent,scikit-learn__scikit-learn-10297,1,0.0329172,240248,9.971583209990058,37,0,0.75,,0.79,1.0,0.3764705882352941,0.8235294117647058,0.4859,1.0,,,,
SWE-Agent,scikit-learn__scikit-learn-12585,1,0.0178241,68524,5.779637208979693,21,0,0.85,,0.78,1.0,0.48888888888888893,0.8888888888888888,0.5281,1.0,,,,
SWE-Agent,sympy__sympy-13480,0,0.01696,117280,8.520898457965814,26,0,0.85,,0.88,1.0,0.5916666666666667,0.9166666666666666,0.609,1.0,,,,
SWE-Agent,sympy__sympy-18199,0,0.03637749999999999,262242,11.127947790984763,39,0,0.85,,0.735,1.0,0.5777777777777778,0.8888888888888888,0.5366,1.0,,,,
SWE-Agent,sympy__sympy-20801,0,0.09286925,864947,12.683865664992481,63,0,0.65,,0.79,1.0,0.61,0.9333333333333333,0.5393,1.0,,,,
live-swe-agent,django__django-11099,1,0.01155015,28588,80.0,25,0,0.85,,0.92,1.0,0.725,1.0,0.7072,0.9666666666666667,,,,
live-swe-agent,django__django-15128,1,0.04719505,179694,161.0,46,0,0.75,,0.86,1.0,0.6266666666666667,0.9333333333333333,0.5642,0.9428571428571428,,,,
live-swe-agent,django__django-16901,1,0.03048689999999999,134390,88.0,43,0,0.85,,0.92,1.0,0.7000000000000001,0.9285714285714286,0.5991,1.0,,,,
live-swe-agent,matplotlib__matplotlib-20676,0,0.07231955000000001,434489,247.0,82,0,0.75,,0.8725,1.0,0.6814814814814815,0.9629629629629629,0.5798,0.9923076923076923,,,,
live-swe-agent,matplotlib__matplotlib-22719,1,0.028769849999999996,102565,100.0,30,0,0.65,,0.76,1.0,0.6444444444444444,0.7777777777777778,0.6,0.96,,,,
live-swe-agent,matplotlib__matplotlib-23299,0,0.08743915000000001,358309,343.0,71,1,0.65,,0.7766666666666666,1.0,0.7055555555555555,0.7777777777777778,0.4816,0.9625,,,,
live-swe-agent,pallets__flask-5014,1,0.2987463999999999,2233118,847.0,181,1,0.4,,0.8,1.0,0.6946428571428571,0.9107142857142857,0.6555,0.975,,,,
live-swe-agent,psf__requests-2317,0,0.04277960000000001,207062,155.0,55,0,0.75,,0.81,1.0,0.6777777777777777,0.8888888888888888,0.5972,1.0,,,,
live-swe-agent,pylint-dev__pylint-4970,0,0.018668499999999998,89137,60.0,31,0,0.9,,0.94,1.0,0.72,1.0,0.6393,1.0,,,,
live-swe-agent,pytest-dev__pytest-5262,1,0.027150799999999996,63534,103.0,27,0,0.75,,0.86,1.0,0.6875,0.75,0.5498,1.0,,,,
live-swe-agent,scikit-learn__scikit-learn-10297,1,0.02235415,92117,61.0,34,0,0.85,,0.92,1.0,0.6909090909090909,1.0,0.6509,0.9800000000000001,,,,
live-swe-agent,scikit-learn__scikit-learn-12585,1,0.0175207,46960,82.0,24,0,0.65,,0.825,1.0,0.6714285714285715,0.8571428571428571,0.5249,0.85,,,,
live-swe-agent,sympy__sympy-13480,1,0.008448599999999999,25159,57.0,22,0,0.95,,0.94,1.0,0.7999999999999999,1.0,0.7611,1.0,,,,
live-swe-agent,sympy__sympy-18199,0,0.0226414,100726,83.0,34,0,0.9,,0.92,1.0,0.7090909090909091,0.9090909090909091,0.5882,1.0,,,,
live-swe-agent,sympy__sympy-20801,0,0.060666950000000004,340570,172.0,58,0,0.75,,0.755,1.0,0.5894736842105263,0.9473684210526315,0.6007,1.0,,,,
